index,Growth,Inflation,Interest,Credit,Exchange,Liquidity
2014-01-31,0.06539592939764631,0.012629921578380976,0.045019,1.5700000000000003,81.25,-0.04160188262883155
2014-02-28,0.03791381581917062,0.008446613692488936,0.044276,1.3921999999999999,79.78,-0.04153900479907069
2014-03-31,0.020165595332263378,0.008809736103111872,0.045004,1.3856000000000002,80.11,-0.05097505630776661
2014-04-30,0.03210547631574914,0.006954353111667089,0.043002000000000005,1.4069000000000003,79.53,-0.04614758886623008
2014-05-31,0.04322545051626053,0.011334510319102103,0.040714,1.3739,80.39,-0.04198216769835135
2014-06-30,0.05308891535318928,0.013208062943923862,0.040612,1.4199000000000002,79.79,-0.03055021978606506
2014-07-31,0.056035377244736215,0.013874009948194585,0.042655000000000005,1.2390999999999996,81.46,-0.03591401744510232
2014-08-31,0.04993116777264249,0.011481744504181384,0.042361,1.0987,82.72,-0.044499650255421394
2014-09-30,0.05876865823003007,0.0070909737019478804,0.039824,1.2888000000000002,85.91,-0.046914597678289545
2014-10-31,0.05702473484711487,0.004440902616535596,0.037559,1.3266000000000004,86.92,-0.049340006467067196
2014-11-30,0.04044394582401652,0.0019967546357125263,0.035249,1.2861000000000002,88.24,-0.052043941426074714
2014-12-31,0.04192352861320922,0.00042457245132565877,0.036219,1.7192999999999996,90.27,-0.028805494341450917
2015-01-31,0.01842218191020942,-0.0060981613599092955,0.035019,1.4894000000000003,94.8737,-0.030455858192291352
2015-02-28,0.044018957802010684,-0.005747504466450554,0.033602,1.4582000000000002,95.25000000000001,-0.019946078773692158
2015-03-31,0.012921076689603007,-0.004678742622856813,0.036483,1.4020000000000001,98.41170000000001,-0.013507731056319017
2015-04-30,0.0026320570053271195,-0.003356404686437864,0.033503,1.5238,94.8313,-0.02379389513576971
2015-05-31,0.0027405988206328446,-0.0044539969017068715,0.035954,1.4633000000000003,96.86,-0.02328720023218377
2015-06-30,0.017758047094561632,-0.004595497509785203,0.035976,1.4535999999999998,95.5016,-0.006400822398012398
2015-07-31,0.012269491216481682,-0.004479925762650343,0.034752,1.3256000000000001,97.22760000000001,0.011630044089829763
2015-08-31,0.008275348617498403,-0.0040036088172886,0.033252000000000004,1.3466999999999998,95.98849999999999,0.016932444986016027
2015-09-30,0.0024627550501685434,-0.005818945400496143,0.032362,1.2047000000000003,96.2692,0.010594999958677782
2015-10-31,-0.0004417495443803876,-0.008213520981916703,0.030600000000000002,1.0335000000000005,96.8961,0.009999899249472062
2015-11-30,0.006546261310118298,-0.007784690405287731,0.030404,1.2304,100.23509999999999,0.01140070582611944
2015-12-31,0.015249649852651039,-0.0067341087717958485,0.028212,1.4076,98.70439999999999,0.009704889284727063
2016-01-31,-0.0037158729093549558,-0.0038244522366465672,0.028419,1.2029999999999998,99.55579999999999,0.008974580488230775
2016-02-29,-0.021268346830506015,0.0008130937480740142,0.028502,1.0833999999999997,98.2616,0.006510896057266482
2016-03-31,0.01263922081706321,0.003642903125476,0.028419,0.9761000000000002,94.62809999999999,0.001081973572792183
2016-04-30,0.013592053405968267,0.0063781649596610255,0.028913,1.2682999999999995,93.0482,-0.0029988204839274247
2016-05-31,0.01662767981469217,0.00676161601521005,0.029851000000000003,1.197,95.84119999999999,-0.00778713091048969
2016-06-30,0.010652579380885187,0.006084040331954004,0.028411,1.1315,95.95259999999999,-0.007456929124665681
2016-07-31,0.004082002056448157,0.007077608401946109,0.027768,0.923,95.5534,-0.017447799131603894
2016-08-31,0.01541238102236864,0.007197644696903252,0.027425,0.5364999999999998,95.9868,-0.012521277441200986
2016-09-30,0.01145024288806677,0.012343673533445359,0.027258,0.4653999999999998,95.4426,-0.010460675141981107
2016-10-31,0.011186856276491353,0.01769234719272498,0.027425,0.4416000000000002,98.35170000000001,-0.010532573069015658
2016-11-30,0.02354737800508426,0.024862370603233326,0.029502,0.7607999999999997,101.57320000000001,-0.0169264876759185
2016-12-31,0.02194345622192015,0.030968006043272985,0.030115,0.9712999999999998,102.3837,-0.016322967855433888
2017-01-31,0.04208113069470156,0.0381175498202452,0.033464999999999995,0.7627999999999999,99.5669,-0.047934340766144584
2017-02-28,0.05763005020317135,0.03251632624889198,0.032921,0.766,101.3437,-0.06173708158784055
2017-03-31,0.066800939981052,0.02952127287554966,0.032827999999999996,0.802,100.54509999999999,-0.061140966247494204
2017-04-30,0.05202387044367532,0.027415018380766546,0.034668000000000004,1.0625,99.0368,-0.05928018566344397
2017-05-31,0.04740330699097158,0.02651140206707425,0.036101999999999995,1.3078000000000003,96.96719999999999,-0.06316145151936986
2017-06-30,0.0515137020761202,0.026483020191246247,0.035683,0.8937999999999997,95.63090000000001,-0.05997341379422169
2017-07-31,0.044739551606485704,0.026129837291734525,0.03626,0.8590999999999998,92.8091,-0.06471519474897633
2017-08-31,0.04176572431765693,0.03006470473964145,0.036265,0.9598000000000004,92.62429999999999,-0.06563090513618405
2017-09-30,0.048277153758853227,0.03189188177369091,0.036136,0.7687999999999997,93.0711,-0.06080459967074299
2017-10-31,0.04716576431266658,0.03386709815855856,0.038917,0.7637,94.56739999999999,-0.06004953135308581
2017-11-30,0.052312248072577665,0.030723843771911154,0.038901,1.0675999999999997,93.0139,-0.05501736270004713
2017-12-31,0.04282367466191074,0.027741582553490164,0.038807,0.9530000000000003,92.2574,-0.057863635940678615
2018-01-31,0.06271918328559647,0.023805600640071357,0.03914,1.0039999999999996,89.1201,-0.05062912992544428
2018-02-28,0.07560611281153048,0.02885998996923486,0.038202,1.0544000000000002,90.66929999999999,-0.04597027640561477
2018-03-31,0.046538216691840655,0.025541162940882885,0.037406999999999996,0.9544999999999995,89.9829,-0.04409885832221198
2018-04-30,0.05178599381301928,0.02308460243404131,0.036217,0.9694000000000003,91.8378,-0.04299692300053049
2018-05-31,0.05691737036429348,0.023958599840058544,0.036128999999999994,1.1973000000000003,93.9859,-0.039507651447661496
2018-06-30,0.04874461543927908,0.026493258703976497,0.034756,1.4771,94.5183,-0.03739370196543286
2018-07-31,0.05520627344874472,0.028328643920772945,0.034811999999999996,1.3691999999999998,94.5372,-0.03104126784938696
2018-08-31,0.05173989207160989,0.028739089013193185,0.035751,1.2914999999999996,95.12129999999999,-0.03154846502004474
2018-09-30,0.04966060675017754,0.02858475094308104,0.036103,1.3630000000000004,95.1904,-0.029305033438973636
2018-10-31,0.05387441789305303,0.02771165377240154,0.035086,1.3290000000000002,97.1301,-0.027769911026108502
2018-11-30,0.03227804912684523,0.024356484976943614,0.033549999999999996,1.1881000000000004,97.1997,-0.023764726213741767
2018-12-31,0.007795758744086887,0.017427913026041172,0.032265,1.2009000000000003,96.0741,-0.021372883384585428
2019-01-31,0.018439455597521602,0.012246040807197543,0.031037,1.2067000000000005,95.5533,-0.023174594115014636
2019-02-28,-0.0050559106941355505,0.009968077028593383,0.031730999999999995,1.0209000000000006,96.22179999999999,-0.025727409637594966
2019-03-31,0.015606036877226625,0.014870885960778839,0.030683,1.0663,97.2456,-0.026024679899801804
2019-04-30,0.01940575134953823,0.0194199817099627,0.033868999999999996,0.9508000000000001,97.5235,-0.02392618377076472
2019-05-31,0.013520334817702918,0.021262505917150266,0.032751,0.7689999999999997,97.77399999999999,-0.024710996702209265
2019-06-30,0.010903003105534177,0.020075014627191877,0.032254,0.9419999999999997,96.193,-0.026446553951825803
2019-07-31,0.014136149010145,0.019127877185384133,0.031552,0.9784000000000006,98.5667,-0.02750664042690021
2019-08-31,0.01077834457580519,0.017603084396649447,0.030573000000000003,0.8156000000000003,98.83659999999999,-0.02564606673958956
2019-09-30,0.005373844462201001,0.017273261060688876,0.031410999999999994,0.8753000000000002,99.40209999999999,-0.02317804835150069
2019-10-31,0.006633243531577383,0.020725399998222666,0.03288,0.7696999999999998,97.3133,-0.021711277228798186
2019-11-30,0.013677468274383342,0.02635340314429605,0.03165,0.8008000000000002,98.28040000000001,-0.02363414660997078
2019-12-31,0.03708719373723657,0.03024516444092541,0.031365,0.8759999999999999,96.4481,-0.0209221480162714
2020-01-31,0.012518976958174572,0.037330303709457786,0.029932,0.7232999999999996,97.36139999999999,-0.022180954227100143
2020-02-29,-0.07556549260014998,0.03718463828451186,0.027376,0.6985000000000001,98.13300000000001,-0.019788858813935023
2020-03-31,-0.0679667105867856,0.028894759684511398,0.025899000000000002,1.0135,98.9636,-0.015011983893607255
2020-04-30,-0.047275191837238266,0.0164141792589679,0.02538,1.2679999999999998,99.0167,-0.009577213836700764
2020-05-31,-0.034890167037203594,0.006127123377971304,0.027052999999999997,1.0989,98.2628,-0.01189032163522583
2020-06-30,-0.008153069549559626,0.005769953575072064,0.028229999999999998,1.0220000000000002,97.3841,-0.01574548126460874
2020-07-31,0.0060469840449897845,0.009526668212994072,0.029664000000000003,0.8752,93.4841,-0.021083961703431874
2020-08-31,0.012489595745763788,0.01080055839056119,0.030177,0.7273000000000001,92.1711,-0.028140483033300433
2020-09-30,0.02818543416552049,0.007142071205612651,0.031482,0.7446000000000006,93.848,-0.02787568898197879
2020-10-31,0.0293512893670947,-0.0008784571401994424,0.03181,0.7636000000000003,94.0175,-0.031527736184337574
2020-11-30,0.03814645300481692,-0.007652584863831073,0.0325,1.1795,92.033,-0.030290717420549687
2020-12-31,0.04067812861852711,-0.0030723430328226564,0.031429,1.4112,89.9583,-0.03169210240465928
2021-01-31,0.06261293345466158,-0.001536954753058651,0.031786,1.1986000000000003,90.53819999999999,-0.035240004275538424
2021-02-28,0.20296571284381743,0.0027114992349109913,0.032798,1.1791,90.9399,-0.03334811468768535
2021-03-31,0.1857173022729386,0.01355560394521887,0.031887,1.1220999999999997,93.1839,-0.02995617681306438
2021-04-30,0.15004356464945626,0.025367538767048954,0.03164,1.0798,91.2985,-0.03409707058330056
2021-05-31,0.12450987289220684,0.03584510961832713,0.030449999999999998,0.9525999999999999,89.8467,-0.029045892416024125
2021-06-30,0.10722654915861707,0.036743885377290494,0.030778,1.0095999999999998,92.3671,-0.024589128737587417
2021-07-31,0.07860041877207573,0.035492557669261626,0.028363,0.9973000000000001,92.1032,-0.023276908906702864
2021-08-31,0.07336887961244626,0.03443899976580729,0.028450000000000003,1.0294000000000003,92.654,-0.021014108586922403
2021-09-30,0.06498992490290827,0.03611625038084136,0.028776000000000003,1.1259000000000001,94.2638,-0.01740847048665458
2021-10-31,0.06462708758782391,0.047515535314838216,0.029731999999999998,1.0348000000000002,94.1408,-0.013303249795073312
2021-11-30,0.06739715989302242,0.054611707299504965,0.02825,1.0986000000000002,95.897,-0.014516841975221375
2021-12-31,0.05750173796109614,0.045929817183426855,0.027753999999999997,1.0897000000000001,95.9701,-0.01320252171223455
2022-01-31,0.05660021443059158,0.03564260531246158,0.026997,0.9803999999999999,96.6369,-0.00818718636764304
2022-02-28,0.04585253242275255,0.03148822904194233,0.02775,0.9241999999999999,96.7063,-0.00876586005733566
2022-03-31,0.028986152980011295,0.03310409264525155,0.027878,0.9888999999999997,98.3618,-0.007954354662852534
2022-04-30,0.004402304399933575,0.037045423495557554,0.028386,0.77,103.2173,0.0006710579166938579
2022-05-31,0.015551566646688539,0.03501348026498286,0.027426,0.685,101.76789999999998,0.00608917282382782
2022-06-30,0.027434604535130854,0.03542714617729166,0.028205,0.6952000000000003,104.70570000000001,0.007297434071370823
2022-07-31,0.03329910821275415,0.03239150369377281,0.027559999999999998,0.6571000000000002,105.8361,0.012336586811903114
2022-08-31,0.025593859129730428,0.02581825574682812,0.026225000000000002,0.6326,108.6796,0.016895332898310418
2022-09-30,0.018375517496710222,0.022043611783383817,0.027601,0.6263999999999998,112.1511,0.01646012706561818
2022-10-31,0.006514381581539767,0.012509309772253906,0.026432999999999998,0.6215999999999999,111.6036,0.015657992059673945
2022-11-30,-0.017770909844577694,0.006829961621659878,0.028849999999999997,0.9525000000000001,105.9765,0.022078366688862143
2022-12-31,-0.02197407694939111,0.008236273572044246,0.028353000000000003,1.4608000000000003,103.48949999999999,0.02294614832616734
2023-01-31,-0.029651992834457328,0.011075958571703187,0.028977,1.2693000000000003,102.10369999999999,0.030382746418316363
2023-02-28,0.0016623471175825576,0.0050421585619044905,0.029017,0.9855999999999998,104.98679999999999,0.031338922255576857
2023-03-31,0.027194786981896896,-0.001531469536599347,0.028527999999999998,0.9809999999999999,102.59700000000001,0.02860905627064822
2023-04-30,0.03128122698315869,-0.009276506991355418,0.027788,0.9331,101.66449999999999,0.024898227708340936
2023-05-31,0.013380559621459764,-0.013155134031644245,0.02685,1.0093,104.2208,0.0213024595428171
2023-06-30,-0.009002137324111729,-0.016531919635266564,0.026351,1.0457999999999998,103.3788,0.021864983297414736
2023-07-31,-0.022835625657139213,-0.016414748002380863,0.026597,0.9803000000000002,101.8784,0.018694854853692943
2023-08-31,-0.01483372648786221,-0.010434342581991291,0.025575,0.8226,103.62790000000001,0.016090756024119787
2023-09-30,-0.006699664736952941,-0.0073833365588660315,0.026751,0.9297,106.1919,0.013138563312904115
2023-10-31,0.004647648997457867,-0.008010439880294318,0.026938,0.8689,106.7227,0.010083018267822527
2023-11-30,0.014973061280485865,-0.01122996873021969,0.026680000000000002,0.6926000000000001,103.5064,0.006261211872244239
2023-12-31,0.01750019686994023,-0.010782901731878325,0.025553,0.7507999999999999,101.37780000000001,0.002176837909403595
2024-01-31,0.033464935745324324,-0.01261247770960503,0.024329999999999997,0.5366,103.5235,-0.00654214521872941
2024-02-29,0.018645107480774258,-0.005595008981009396,0.023375,0.5088999999999997,104.13589999999999,-0.00541058184091213
2024-03-31,0.002103542232145523,-0.006249165555768084,0.022900999999999998,0.5687000000000002,104.50699999999999,-0.004760010591507484
2024-04-30,0.011587296676446923,-0.005291152115994815,0.023028,0.4597000000000002,106.3369,-0.009628185366860515
2024-05-31,0.019270519168233736,-0.0025700856056245242,0.022926000000000002,0.3304,104.63179999999998,-0.013718774059669361
2024-06-30,0.0181969533136213,-0.0008619688698547509,0.022058,0.34640000000000004,105.84270000000001,-0.018643917969529022
2024-07-31,0.022601604140292605,0.0011013835225038096,0.021494,0.3045,104.0574,-0.019952305943473077
2024-08-31,0.020033586785495147,-0.0001731090331356422,0.021703999999999998,0.42799999999999994,101.732,-0.019027726945940994
2024-09-30,0.01362259092925646,-0.004294687939825906,0.021518000000000002,0.6669,100.7604,-0.01370584880806998
2024-10-31,0.020395865079607316,-0.0065991363475773526,0.021476000000000002,0.7338999999999998,103.8939,-0.00473545599898447
2024-11-30,0.01507647454280129,-0.006714429650592485,0.020206,0.5896999999999999,105.7761,-0.004906481652345516
2024-12-31,0.020764127015261917,-0.0064924540140167165,0.016752,0.6365999999999998,108.48159999999999,-0.00595198001687681
2025-01-31,0.006208537111150264,-0.0041057860014926785,0.016298999999999998,0.6091,108.51599999999999,-0.009004269714217123
2025-02-28,0.0060771476125724136,-0.00943532285114241,0.017152,0.6003000000000001,107.5644,-0.011725738894562205
2025-03-31,0.018872531048628252,-0.009080066975689754,0.018129,0.4862000000000002,104.1921,-0.014024127061578247
2025-04-30,0.022129711885501183,-0.008999513989804923,0.016243,0.5626,99.64030000000001,-0.009159649560839069
2025-05-31,0.01802271738779146,-0.010220876416031801,0.016712,0.4749000000000001,99.4393,-0.00776768229755592
2025-06-30,0.017883402032439738,-0.010246026163013929,0.016469,0.46319999999999983,96.77229999999999,-0.006019721320089762
2025-07-31,0.018825441617467003,-0.010671780625104382,0.017044,0.4499000000000002,100.04889999999999,-0.0025302690793018103
2025-08-31,0.013130846333844107,-0.011344998790983971,0.018379,0.4025000000000001,97.84769999999999,6.847665565445027e-05
2025-09-30,0.01771192520153161,-0.009629053846941767,0.018605,0.4172999999999998,97.82240000000002,-0.0016716069272141177
2025-10-31,0.004178313590586207,-0.005743480752477361,0.017954,0.3671,99.7308,-0.0027117522026067677
